resvid;fecha_inicio;fecha_fin
872;2072-01-30;2072-02-14
873;2026-08-29;2026-09-05
874;2063-09-25;2063-09-29
875;2020-04-15;2020-05-02
876;2079-10-04;2079-10-14
877;2047-07-06;2047-07-20
878;2093-05-09;2093-05-22
879;2078-01-17;2078-01-21
880;2099-07-26;2099-08-14
881;2052-05-11;2052-05-27
882;2053-06-02;2053-06-17
883;2052-01-16;2052-01-19
884;2025-11-05;2025-11-19
885;2062-11-22;2062-12-01
886;2030-10-04;2030-10-08
887;2056-04-07;2056-04-15
888;2035-01-20;2035-01-21
889;2042-05-20;2042-06-08
890;2082-12-14;2082-12-17
891;2049-11-03;2049-11-21
892;2055-05-15;2055-05-15
893;2047-10-13;2047-10-17
894;2027-08-12;2027-08-20
895;2055-08-24;2055-08-30
896;2036-10-18;2036-10-20
897;2060-06-30;2060-07-06
898;2073-10-16;2073-10-28
899;2045-09-20;2045-10-05
900;2022-08-03;2022-08-14
901;2060-04-02;2060-04-18
902;2079-05-08;2079-05-16
903;2093-04-02;2093-04-14
904;2063-03-02;2063-03-09
905;2024-06-26;2024-07-12
906;2042-08-25;2042-09-11
907;2081-04-23;2081-05-07
908;2092-10-18;2092-10-21
909;2093-03-20;2093-03-29
910;2094-04-02;2094-04-19
911;2051-12-21;2052-01-08
912;2049-09-24;2049-10-11
913;2022-11-14;2022-11-29
914;2084-06-22;2084-07-07
915;2094-12-11;2094-12-18
916;2026-07-31;2026-08-04
917;2026-04-29;2026-05-15
918;2040-02-15;2040-02-25
919;2034-09-10;2034-09-15
920;2041-04-19;2041-04-21
921;2030-10-06;2030-10-07
922;2096-05-27;2096-05-31
923;2070-11-08;2070-11-18
924;2066-12-19;2066-12-31
925;2050-02-08;2050-02-14
926;2074-06-10;2074-06-12
927;2066-07-26;2066-08-14
928;2096-08-04;2096-08-06
929;2093-04-11;2093-04-20
930;2021-09-22;2021-09-30
931;2051-04-22;2051-04-27
932;2090-10-23;2090-11-11
933;2093-01-17;2093-01-19
934;2096-10-10;2096-10-12
935;2069-01-16;2069-01-26
936;2096-01-12;2096-01-23
937;2053-06-11;2053-06-30
938;2079-01-14;2079-01-21
939;2025-08-17;2025-08-20
940;2058-11-06;2058-11-22
941;2042-12-11;2042-12-20
942;2023-12-21;2023-12-29
943;2028-10-12;2028-10-25
944;2077-01-16;2077-02-02
945;2095-09-09;2095-09-24
946;2054-02-22;2054-02-26
947;2020-03-03;2020-03-04
948;2036-04-09;2036-04-21
949;2046-10-11;2046-10-30
950;2043-04-03;2043-04-03
951;2089-10-26;2089-11-03
952;2038-04-02;2038-04-04
953;2086-11-15;2086-11-26
954;2051-12-27;2051-12-31
955;2039-02-02;2039-02-09
956;2056-05-07;2056-05-24
957;2071-02-10;2071-02-19
958;2091-04-17;2091-04-17
959;2046-12-07;2046-12-10
960;2064-05-15;2064-05-24
961;2031-05-30;2031-06-14
962;2066-06-25;2066-07-06
963;2036-01-25;2036-01-30
964;2057-04-07;2057-04-22
965;2031-04-21;2031-04-22
966;2040-02-29;2040-03-18
967;2089-04-15;2089-05-01
968;2030-07-08;2030-07-16
969;2026-02-14;2026-02-28
970;2073-10-03;2073-10-21
971;2052-11-17;2052-12-02
972;2050-10-10;2050-10-10
973;2089-03-12;2089-03-28
974;2063-10-31;2063-11-18
975;2056-06-02;2056-06-03
976;2020-07-02;2020-07-03
977;2093-09-15;2093-09-29
978;2095-08-03;2095-08-08
979;2099-07-24;2099-08-11
980;2042-02-15;2042-02-25
981;2092-03-01;2092-03-12
982;2041-03-17;2041-03-28
983;2094-10-18;2094-10-19
984;2093-02-27;2093-03-17
985;2053-02-20;2053-02-26
986;2097-08-29;2097-09-06
987;2073-11-03;2073-11-08
988;2055-09-07;2055-09-08
989;2042-03-09;2042-03-22
990;2048-04-26;2048-05-15
991;2068-09-07;2068-09-24
992;2072-10-06;2072-10-06
993;2027-06-21;2027-07-01
994;2074-08-15;2074-08-27
995;2020-09-10;2020-09-28
996;2043-12-14;2043-12-22
997;2064-08-13;2064-08-22
998;2025-02-06;2025-02-11
999;2072-04-19;2072-05-03
1000;2073-07-30;2073-08-11
1001;2023-10-02;2023-10-20
1002;2035-03-14;2035-03-25
1003;2033-09-06;2033-09-08
1004;2096-04-07;2096-04-12
1005;2064-03-07;2064-03-20
1006;2081-06-03;2081-06-10
1007;2042-02-17;2042-03-06
1008;2084-11-26;2084-11-27
1009;2060-03-06;2060-03-11
1010;2055-07-16;2055-08-02
1011;2044-07-29;2044-07-30
1012;2043-02-08;2043-02-26
1013;2051-05-22;2051-06-09
1014;2049-03-24;2049-03-26
1015;2097-08-24;2097-09-02
1016;2086-09-10;2086-09-21
1017;2062-07-12;2062-07-29
1018;2057-03-10;2057-03-26
1019;2029-07-29;2029-08-17
1020;2082-09-11;2082-09-19
1021;2091-12-20;2091-12-28
1022;2038-04-13;2038-04-20
1023;2063-05-09;2063-05-23
1024;2099-02-05;2099-02-17
1025;2043-09-12;2043-09-25
1026;2069-05-26;2069-06-08
1027;2064-10-17;2064-10-25
1028;2088-12-24;2088-12-31
1029;2080-08-08;2080-08-18
1030;2035-05-15;2035-05-29
1031;2049-03-21;2049-04-09
1032;2036-10-13;2036-10-15
1033;2067-02-19;2067-02-27
1034;2084-10-17;2084-10-25
1035;2097-06-16;2097-07-03
1036;2077-01-22;2077-01-30
1037;2055-03-11;2055-03-13
1038;2052-02-18;2052-03-01
1039;2020-12-08;2020-12-27
1040;2059-02-17;2059-02-17
1041;2078-06-06;2078-06-17
1042;2090-10-25;2090-11-12
1043;2022-07-24;2022-07-30
1044;2073-08-21;2073-08-30
1045;2070-09-10;2070-09-20
1046;2095-08-13;2095-08-16
1047;2034-07-03;2034-07-10
1048;2026-08-22;2026-09-01
1049;2097-10-31;2097-11-09
1050;2062-02-15;2062-02-18
1051;2057-04-14;2057-05-01
1052;2042-01-16;2042-02-01
1053;2019-12-08;2019-12-11
1054;2088-09-10;2088-09-12
1055;2082-08-09;2082-08-25
1056;2083-02-20;2083-02-23
1057;2029-12-14;2029-12-18
1058;2067-07-18;2067-07-18
1059;2044-09-24;2044-10-06
1060;2056-03-11;2056-03-25
1061;2094-03-09;2094-03-10
1062;2044-02-08;2044-02-26
1063;2049-01-16;2049-01-30
1064;2044-09-10;2044-09-26
1065;2063-03-10;2063-03-23
1066;2054-12-06;2054-12-16
1067;2058-10-05;2058-10-14
1068;2055-12-04;2055-12-22
1069;2072-06-10;2072-06-26
1070;2019-12-03;2019-12-03
1071;2021-06-01;2021-06-02
1072;2092-09-08;2092-09-12
1073;2072-01-02;2072-01-07
1074;2071-11-03;2071-11-05
1075;2069-11-12;2069-11-26
1076;2055-02-25;2055-02-28
1077;2062-07-22;2062-07-26
1078;2060-03-25;2060-04-13
1079;2052-11-07;2052-11-20
1080;2036-11-18;2036-12-04
1081;2031-09-17;2031-10-03
1082;2058-01-15;2058-01-26
1083;2043-11-07;2043-11-24
1084;2053-04-14;2053-04-19
1085;2051-10-21;2051-10-31
1086;2088-02-09;2088-02-25
1087;2055-07-08;2055-07-25
1088;2080-06-05;2080-06-15
1089;2064-11-25;2064-11-27
1090;2095-05-21;2095-05-27
1091;2083-12-19;2083-12-24
1092;2066-09-03;2066-09-12
1093;2043-07-14;2043-07-17
1094;2066-01-11;2066-01-13
1095;2036-06-16;2036-06-21
1096;2067-06-06;2067-06-16
1097;2044-08-05;2044-08-10
1098;2022-12-28;2023-01-11
1099;2056-07-23;2056-08-08
1100;2038-11-22;2038-11-26
1101;2053-09-13;2053-10-01
1102;2036-12-26;2036-12-30
1103;2043-10-29;2043-11-16
1104;2084-03-15;2084-03-24
1105;2067-12-24;2067-12-24
1106;2043-02-15;2043-02-20
1107;2027-04-07;2027-04-09
1108;2047-02-22;2047-02-24
1109;2031-04-02;2031-04-10
1110;2078-01-03;2078-01-04
1111;2029-05-04;2029-05-21
1112;2020-06-30;2020-07-04
1113;2066-11-07;2066-11-15
1114;2096-04-02;2096-04-04
1115;2040-03-04;2040-03-09
1116;2088-01-31;2088-02-18
1117;2022-01-22;2022-01-28
1118;2082-09-01;2082-09-15
1119;2071-01-20;2071-01-30
1120;2069-01-09;2069-01-24
1121;2055-03-31;2055-04-06
1122;2023-10-12;2023-10-24
1123;2094-12-22;2094-12-29
1124;2049-01-23;2049-01-23
1125;2067-06-22;2067-06-25
1126;2032-08-13;2032-08-15
1127;2038-08-10;2038-08-26
1128;2078-07-18;2078-07-24
1129;2030-01-09;2030-01-19
1130;2082-12-06;2082-12-19
1131;2064-02-23;2064-03-02
1132;2057-04-14;2057-05-01
1133;2096-07-24;2096-08-11
1134;2031-04-09;2031-04-24
1135;2057-01-02;2057-01-07
1136;2029-12-07;2029-12-13
1137;2046-03-24;2046-03-31
1138;2072-07-18;2072-08-04
1139;2051-10-23;2051-11-03
1140;2099-12-09;2099-12-10
1141;2038-10-15;2038-10-15
1142;2070-09-21;2070-10-06
1143;2083-08-24;2083-08-27
1144;2044-10-19;2044-10-21
1145;2097-11-03;2097-11-04
1146;2063-11-09;2063-11-13
1147;2037-08-08;2037-08-12
1148;2087-06-29;2087-07-13
1149;2052-04-19;2052-05-06
1150;2061-05-19;2061-05-22
1151;2063-08-03;2063-08-17
1152;2082-11-29;2082-12-18
1153;2046-06-01;2046-06-20
1154;2054-05-12;2054-05-31
1155;2059-11-29;2059-12-17
1156;2064-08-30;2064-09-11
1157;2060-05-09;2060-05-20
1158;2026-09-23;2026-10-12
1159;2062-12-26;2062-12-29
1160;2078-01-11;2078-01-22
1161;2080-12-29;2080-12-31
1162;2056-01-29;2056-02-12
1163;2099-10-27;2099-10-30
1164;2079-09-17;2079-09-28
1165;2045-03-13;2045-03-20
1166;2068-07-15;2068-07-30
1167;2031-01-06;2031-01-23
1168;2048-09-16;2048-09-20
1169;2049-07-30;2049-08-11
1170;2067-05-31;2067-06-03
1171;2085-11-18;2085-11-23
1172;2058-08-17;2058-09-04
1173;2035-02-16;2035-03-02
1174;2037-05-04;2037-05-21
1175;2049-04-18;2049-04-24
1176;2042-11-20;2042-12-03
1177;2089-10-03;2089-10-08
1178;2069-02-08;2069-02-23
1179;2035-05-09;2035-05-14
1180;2089-06-14;2089-06-28
1181;2037-11-09;2037-11-16
1182;2070-04-26;2070-04-26
1183;2044-09-28;2044-10-04
1184;2076-09-16;2076-09-29
1185;2072-08-27;2072-09-06
1186;2098-11-26;2098-12-12
1187;2078-06-23;2078-07-06
1188;2082-11-29;2082-12-14
1189;2032-12-09;2032-12-20
1190;2026-12-06;2026-12-08
1191;2078-09-16;2078-09-19
1192;2047-11-12;2047-11-27
1193;2028-09-24;2028-10-12
1194;2069-11-17;2069-12-03
1195;2020-12-31;2021-01-19
1196;2088-11-14;2088-11-30
1197;2047-01-24;2047-02-11
1198;2041-05-16;2041-05-16
1199;2049-07-28;2049-08-16
1200;2076-03-04;2076-03-22
1201;2031-05-24;2031-05-29
1202;2043-05-31;2043-06-11
1203;2056-01-28;2056-01-29
1204;2024-05-06;2024-05-18
1205;2090-12-09;2090-12-09
1206;2019-09-13;2019-09-21
1207;2089-01-02;2089-01-02
1208;2050-04-13;2050-04-25
1209;2022-04-25;2022-05-06
1210;2071-08-07;2071-08-19
1211;2054-01-22;2054-02-08
1212;2092-01-08;2092-01-25
1213;2022-01-26;2022-02-07
1214;2066-09-04;2066-09-19
1215;2085-10-13;2085-10-13
1216;2099-02-15;2099-02-16
1217;2079-07-02;2079-07-06
1218;2089-11-27;2089-11-27
1219;2083-02-15;2083-02-25
1220;2032-07-07;2032-07-23
1221;2081-01-20;2081-02-02
1222;2067-12-05;2067-12-23
1223;2059-01-11;2059-01-26
1224;2089-02-15;2089-02-15
1225;2070-04-20;2070-05-02
1226;2027-11-16;2027-12-04
1227;2079-03-26;2079-04-01
1228;2019-12-08;2019-12-13
1229;2099-06-20;2099-06-27
1230;2063-11-19;2063-11-30
1231;2059-01-23;2059-01-30
1232;2094-09-02;2094-09-11
1233;2033-11-29;2033-12-16
1234;2070-05-10;2070-05-18
1235;2053-09-21;2053-10-10
1236;2065-04-14;2065-04-26
1237;2027-10-04;2027-10-04
1238;2077-08-24;2077-09-02
1239;2075-02-01;2075-02-08
1240;2049-06-24;2049-07-08
1241;2050-06-02;2050-06-15
1242;2043-10-03;2043-10-05
1243;2068-01-16;2068-02-01
1244;2097-09-14;2097-09-29
1245;2026-11-07;2026-11-15
1246;2053-03-05;2053-03-17
1247;2064-08-21;2064-09-04
1248;2071-02-11;2071-02-20
1249;2039-10-20;2039-11-04
1250;2086-03-21;2086-04-02
1251;2086-12-01;2086-12-14
1252;2027-04-23;2027-05-05
1253;2057-04-18;2057-04-20
1254;2088-11-15;2088-11-26
1255;2088-10-26;2088-11-09
1256;2042-05-24;2042-05-28
1257;2048-08-05;2048-08-24
1258;2078-06-07;2078-06-12
1259;2093-11-09;2093-11-28
1260;2046-06-21;2046-06-23
1261;2069-08-09;2069-08-23
1262;2039-12-18;2039-12-25
1263;2046-03-29;2046-04-08
1264;2089-01-13;2089-01-28
1265;2036-01-12;2036-01-31
1266;2062-11-16;2062-11-20
1267;2087-06-17;2087-07-02
1268;2075-03-21;2075-04-04
1269;2054-03-15;2054-03-25
1270;2026-08-21;2026-08-31
1271;2022-05-03;2022-05-20
1272;2099-11-26;2099-12-10
1273;2097-01-12;2097-01-24
1274;2056-11-01;2056-11-09
1275;2047-07-30;2047-08-14
1276;2073-08-26;2073-09-10
1277;2059-11-29;2059-12-16
1278;2046-03-13;2046-03-19
1279;2055-01-15;2055-01-16
1280;2021-12-27;2022-01-07
1281;2035-11-17;2035-12-03
1282;2096-08-09;2096-08-26
1283;2072-06-04;2072-06-09
1284;2019-04-29;2019-05-07
1285;2074-08-31;2074-09-14
1286;2049-11-13;2049-11-22
1287;2060-04-11;2060-04-16
1288;2085-11-14;2085-11-29
1289;2067-02-14;2067-02-17
1290;2029-04-13;2029-04-24
1291;2096-04-06;2096-04-18
1292;2039-01-14;2039-01-17
1293;2062-10-21;2062-11-08
1294;2064-09-20;2064-09-24
1295;2096-11-16;2096-11-28
1296;2030-08-22;2030-08-31
1297;2094-11-16;2094-11-24
1298;2064-04-06;2064-04-11
1299;2039-09-04;2039-09-21
1300;2068-03-27;2068-04-08
1301;2031-08-14;2031-08-21
1302;2022-03-17;2022-03-28
1303;2095-08-04;2095-08-20
1304;2036-05-06;2036-05-23
1305;2048-10-30;2048-11-11
1306;2061-02-16;2061-02-21
1307;2072-04-26;2072-04-27
1308;2072-07-21;2072-08-08
1309;2043-03-14;2043-03-20
1310;2047-04-04;2047-04-16
1311;2027-12-10;2027-12-16
1312;2023-11-10;2023-11-10
1313;2057-09-21;2057-09-22
1314;2073-07-24;2073-08-10
1315;2071-03-03;2071-03-22
1316;2046-10-07;2046-10-22
1317;2067-08-31;2067-09-04
1318;2067-03-28;2067-04-01
1319;2052-07-24;2052-08-02
1320;2047-12-10;2047-12-13
1321;2019-12-23;2020-01-03
1322;2095-07-07;2095-07-15
1323;2077-11-27;2077-12-01
1324;2091-09-20;2091-10-04
1325;2034-10-21;2034-10-27
1326;2057-12-30;2058-01-09
1327;2085-01-15;2085-01-28
1328;2062-07-09;2062-07-20
1329;2089-03-29;2089-04-11
1330;2048-08-27;2048-09-12
1331;2080-03-02;2080-03-09
1332;2021-11-26;2021-11-26
1333;2099-03-15;2099-03-29
1334;2039-03-16;2039-03-20
1335;2067-10-01;2067-10-06
1336;2087-08-07;2087-08-13
1337;2067-03-08;2067-03-13
1338;2071-06-27;2071-07-15
1339;2040-11-04;2040-11-21
1340;2034-10-04;2034-10-15
1341;2046-11-27;2046-11-29
1342;2069-08-20;2069-08-21
1343;2062-07-09;2062-07-11
1344;2088-03-11;2088-03-30
1345;2026-04-08;2026-04-24
1346;2041-04-20;2041-05-08
1347;2027-05-12;2027-05-26
1348;2064-02-26;2064-03-13
1349;2045-12-21;2045-12-30
1350;2060-11-23;2060-12-03
1351;2037-01-02;2037-01-15
1352;2075-08-30;2075-09-06
1353;2024-01-07;2024-01-16
1354;2093-02-17;2093-02-23
1355;2087-01-21;2087-01-22
1356;2021-05-16;2021-05-19
1357;2084-10-09;2084-10-14
1358;2020-05-24;2020-05-29
1359;2037-01-13;2037-01-14
1360;2032-10-03;2032-10-19
1361;2072-01-12;2072-01-17
1362;2038-02-19;2038-02-22
1363;2085-11-14;2085-12-02
1364;2072-08-23;2072-09-10
1365;2096-09-28;2096-10-12
1366;2033-08-31;2033-09-13
1367;2023-01-08;2023-01-12
1368;2020-12-22;2020-12-23
1369;2025-04-02;2025-04-05
1370;2060-07-13;2060-07-21
1371;2095-10-04;2095-10-22
1372;2080-08-08;2080-08-21
1373;2084-05-02;2084-05-09
1374;2084-10-01;2084-10-12
1375;2067-09-16;2067-09-20
1376;2067-09-24;2067-09-30
1377;2083-01-08;2083-01-17
1378;2029-01-14;2029-01-17
1379;2088-05-18;2088-06-01
1380;2075-08-22;2075-08-24
1381;2087-01-18;2087-01-21
1382;2073-01-15;2073-01-17
1383;2036-11-10;2036-11-29
1384;2025-02-04;2025-02-12
1385;2069-10-23;2069-11-05
1386;2043-09-05;2043-09-05
1387;2041-08-18;2041-08-29
1388;2038-07-09;2038-07-28
1389;2022-04-01;2022-04-06
1390;2092-01-01;2092-01-08
1391;2074-10-26;2074-10-27
1392;2042-06-20;2042-06-22
1393;2035-01-23;2035-02-01
1394;2089-11-28;2089-12-07
1395;2049-02-27;2049-03-03
1396;2032-08-24;2032-09-03
1397;2060-10-19;2060-10-31
1398;2087-05-29;2087-06-07
1399;2095-07-02;2095-07-19
1400;2049-01-17;2049-01-26
1401;2053-01-22;2053-02-08
1402;2076-04-17;2076-04-28
1403;2080-03-04;2080-03-06
1404;2081-09-03;2081-09-06
1405;2083-07-21;2083-07-21
1406;2074-08-04;2074-08-23
1407;2039-05-03;2039-05-20
1408;2090-05-01;2090-05-02
1409;2042-01-05;2042-01-11
1410;2062-10-07;2062-10-12
1411;2033-12-23;2034-01-11
1412;2095-11-21;2095-12-07
1413;2039-07-04;2039-07-04
1414;2036-02-27;2036-03-15
1415;2066-12-05;2066-12-09
1416;2054-12-01;2054-12-12
1417;2075-12-19;2076-01-02
1418;2092-08-30;2092-09-08
1419;2088-07-25;2088-07-31
1420;2097-05-08;2097-05-11
1421;2092-12-11;2092-12-28
1422;2064-02-27;2064-03-05
1423;2030-05-11;2030-05-13
1424;2064-12-02;2064-12-10
1425;2029-01-17;2029-02-05
1426;2066-03-20;2066-04-05
1427;2052-06-29;2052-07-11
1428;2025-06-23;2025-06-30
1429;2043-07-13;2043-07-20
1430;2091-07-06;2091-07-07
1431;2099-05-08;2099-05-09
1432;2020-10-14;2020-10-17
1433;2048-06-07;2048-06-11
1434;2086-10-12;2086-10-21
1435;2064-05-16;2064-06-03
1436;2042-06-20;2042-06-24
1437;2059-07-29;2059-08-04
1438;2072-07-04;2072-07-17
1439;2033-07-05;2033-07-20
1440;2038-03-12;2038-03-31
1441;2082-07-07;2082-07-24
1442;2041-05-26;2041-05-31
1443;2054-04-25;2054-05-06
1444;2094-04-04;2094-04-13
1445;2082-05-18;2082-06-03
1446;2047-05-17;2047-05-19
1447;2030-12-29;2031-01-03
1448;2080-05-28;2080-06-09
1449;2065-02-01;2065-02-06
1450;2025-06-02;2025-06-12
1451;2039-11-15;2039-11-21
1452;2086-12-30;2087-01-04
1453;2030-04-05;2030-04-19
1454;2043-12-14;2043-12-22
1455;2056-08-07;2056-08-16
1456;2022-10-02;2022-10-16
1457;2090-07-07;2090-07-12
1458;2029-06-21;2029-07-08
1459;2036-10-20;2036-10-21
1460;2087-06-18;2087-06-24
1461;2077-04-12;2077-05-01
1462;2098-03-11;2098-03-12
1463;2021-10-31;2021-11-18
1464;2086-06-14;2086-06-16
1465;2062-12-28;2063-01-02
1466;2047-11-21;2047-11-26
1467;2068-04-12;2068-04-22
1468;2084-10-11;2084-10-17
1469;2071-10-04;2071-10-11
1470;2030-10-24;2030-10-29
1471;2074-11-27;2074-11-27
1472;2045-08-15;2045-09-02
1473;2030-11-30;2030-12-02
1474;2053-09-28;2053-10-11
1475;2064-02-08;2064-02-14
1476;2050-09-02;2050-09-08
1477;2033-08-07;2033-08-23
1478;2054-06-30;2054-07-09
1479;2066-05-21;2066-06-08
1480;2073-07-17;2073-07-30
1481;2028-07-23;2028-07-23
1482;2057-06-29;2057-07-02
1483;2065-05-12;2065-05-21
1484;2040-10-02;2040-10-03
1485;2048-10-11;2048-10-20
1486;2096-11-06;2096-11-08
1487;2058-06-22;2058-07-01
1488;2083-10-22;2083-11-05
1489;2051-10-26;2051-11-12
1490;2074-06-04;2074-06-14
1491;2044-02-22;2044-03-09
1492;2088-05-04;2088-05-12
1493;2023-10-11;2023-10-17
1494;2083-08-15;2083-08-25
1495;2065-03-25;2065-03-25
1496;2074-01-24;2074-02-11
1497;2042-11-21;2042-11-29
1498;2028-12-12;2028-12-29
1499;2072-06-27;2072-07-02
1500;2057-09-26;2057-10-12
1501;2059-09-11;2059-09-15
1502;2086-06-25;2086-06-29
1503;2063-02-17;2063-02-24
1504;2061-09-06;2061-09-19
1505;2096-02-03;2096-02-09
1506;2058-01-29;2058-02-12
1507;2040-07-13;2040-08-01
1508;2096-09-26;2096-10-12
1509;2020-01-28;2020-02-09
1510;2042-04-11;2042-04-18
1511;2065-10-12;2065-10-21
1512;2042-03-20;2042-04-02
1513;2074-03-24;2074-04-02
1514;2032-05-09;2032-05-16
1515;2050-06-26;2050-07-06
1516;2041-02-04;2041-02-09
1517;2061-02-06;2061-02-06
1518;2050-07-21;2050-07-31
1519;2044-05-25;2044-05-30
1520;2069-08-14;2069-08-31
1521;2096-06-12;2096-06-16
1522;2053-11-19;2053-11-23
1523;2025-03-23;2025-04-11
1524;2043-08-25;2043-09-13
1525;2041-09-01;2041-09-09
1526;2042-06-22;2042-07-07
1527;2057-11-24;2057-11-30
1528;2028-10-21;2028-10-27
1529;2029-10-04;2029-10-19
1530;2043-07-27;2043-08-12
1531;2085-08-10;2085-08-23
1532;2091-07-14;2091-07-30
1533;2021-12-08;2021-12-26
1534;2091-04-08;2091-04-16
1535;2067-08-07;2067-08-20
1536;2072-07-27;2072-08-14
1537;2099-12-18;2099-12-28
1538;2055-06-04;2055-06-16
1539;2095-02-03;2095-02-21
1540;2058-12-01;2058-12-17
1541;2072-12-21;2073-01-03
1542;2066-08-05;2066-08-15
1543;2081-02-11;2081-02-14
1544;2085-11-05;2085-11-11
1545;2047-03-16;2047-03-16
1546;2063-01-17;2063-01-29
1547;2025-03-25;2025-04-11
1548;2077-05-29;2077-06-07
1549;2095-03-24;2095-04-02
1550;2035-11-21;2035-11-30
1551;2032-05-14;2032-05-31
1552;2077-09-18;2077-09-26
1553;2019-09-25;2019-10-14
1554;2097-07-08;2097-07-17
1555;2029-07-04;2029-07-17
1556;2062-06-05;2062-06-11
1557;2095-04-29;2095-04-29
1558;2034-01-07;2034-01-17
1559;2048-07-27;2048-08-09
1560;2073-06-25;2073-07-09
1561;2041-10-30;2041-11-18
1562;2042-12-17;2042-12-25
1563;2057-06-05;2057-06-12
1564;2070-08-07;2070-08-24
1565;2029-07-12;2029-07-15
1566;2054-11-23;2054-11-30
1567;2082-06-24;2082-06-27
1568;2031-10-08;2031-10-13
1569;2081-10-19;2081-11-07
1570;2043-05-21;2043-06-07
1571;2051-04-14;2051-05-02
1572;2019-11-06;2019-11-09
1573;2056-05-07;2056-05-22
1574;2036-08-20;2036-08-23
1575;2053-01-04;2053-01-17
1576;2051-09-20;2051-09-30
1577;2083-07-01;2083-07-11
1578;2041-06-02;2041-06-20
1579;2034-09-07;2034-09-24
1580;2050-12-11;2050-12-18
1581;2063-12-23;2063-12-27
1582;2039-10-11;2039-10-23
1583;2058-05-23;2058-05-29
1584;2034-08-06;2034-08-06
1585;2037-08-09;2037-08-20
1586;2098-05-11;2098-05-15
1587;2098-03-21;2098-03-30
1588;2028-08-20;2028-08-30
1589;2034-08-09;2034-08-28
1590;2023-04-27;2023-05-06
1591;2048-11-04;2048-11-17
1592;2092-03-22;2092-03-30
1593;2031-12-25;2032-01-10
1594;2079-05-16;2079-05-26
1595;2055-10-04;2055-10-12
1596;2059-11-06;2059-11-09
1597;2075-04-20;2075-05-07
1598;2052-05-03;2052-05-12
1599;2078-08-28;2078-09-14
1600;2056-10-29;2056-11-09
1601;2080-08-15;2080-08-22
1602;2073-02-08;2073-02-23
1603;2024-05-27;2024-06-03
1604;2029-09-14;2029-09-26
1605;2072-11-23;2072-12-08
1606;2039-05-11;2039-05-24
1607;2020-09-11;2020-09-11
1608;2055-07-16;2055-07-18
1609;2070-01-26;2070-02-01
1610;2083-01-02;2083-01-07
1611;2041-01-08;2041-01-18
1612;2034-09-08;2034-09-08
1613;2037-12-25;2037-12-27
1614;2026-06-03;2026-06-08
1615;2056-07-04;2056-07-09
1616;2061-03-17;2061-03-22
1617;2059-03-22;2059-04-10
1618;2068-06-19;2068-06-21
1619;2057-07-03;2057-07-14
1620;2057-01-20;2057-02-07
1621;2052-01-09;2052-01-24
1622;2098-02-16;2098-03-01
1623;2075-10-10;2075-10-10
1624;2026-10-28;2026-11-13
1625;2024-08-15;2024-08-28
1626;2019-05-22;2019-05-30
1627;2046-07-12;2046-07-23
1628;2039-02-04;2039-02-15
1629;2094-10-21;2094-11-03
1630;2064-06-01;2064-06-09
1631;2021-01-16;2021-01-18
1632;2051-03-15;2051-03-28
1633;2067-06-13;2067-06-21
1634;2065-06-13;2065-06-15
1635;2050-01-05;2050-01-20
1636;2070-12-07;2070-12-13
1637;2020-04-04;2020-04-09
1638;2078-09-08;2078-09-09
1639;2042-06-08;2042-06-17
1640;2030-05-22;2030-06-09
1641;2066-11-23;2066-12-11
1642;2064-10-15;2064-10-23
1643;2036-05-09;2036-05-16
1644;2032-01-03;2032-01-11
1645;2026-12-05;2026-12-24
1646;2020-04-06;2020-04-13
1647;2079-11-29;2079-12-02
1648;2031-10-11;2031-10-26
1649;2043-07-30;2043-08-04
1650;2020-09-06;2020-09-24
1651;2047-11-28;2047-12-11
1652;2077-07-11;2077-07-19
1653;2034-08-13;2034-08-20
1654;2085-08-04;2085-08-15
1655;2068-06-05;2068-06-13
1656;2066-07-11;2066-07-15
1657;2049-11-01;2049-11-16
1658;2040-11-20;2040-11-28
1659;2035-01-28;2035-02-16
1660;2098-10-20;2098-10-21
1661;2084-04-10;2084-04-18
1662;2033-01-27;2033-02-02
1663;2054-11-18;2054-11-23
1664;2030-03-27;2030-03-30
1665;2077-12-26;2078-01-13
1666;2093-03-28;2093-03-31
1667;2084-06-27;2084-07-16
1668;2083-12-19;2083-12-29
1669;2063-07-17;2063-08-01
1670;2040-06-11;2040-06-25
1671;2058-08-17;2058-09-05
1672;2095-10-05;2095-10-21
1673;2038-05-12;2038-05-28
1674;2019-06-04;2019-06-17
1675;2055-10-27;2055-10-29
1676;2085-08-07;2085-08-08
1677;2034-05-07;2034-05-11
1678;2034-05-19;2034-05-28
1679;2098-01-01;2098-01-16
1680;2088-07-12;2088-07-13
1681;2064-11-26;2064-12-15
1682;2019-05-08;2019-05-09
1683;2051-11-26;2051-12-05
1684;2098-11-09;2098-11-13
1685;2094-05-09;2094-05-28
1686;2058-08-11;2058-08-19
1687;2073-10-07;2073-10-08
1688;2022-11-21;2022-12-02
1689;2036-05-02;2036-05-08
1690;2089-01-29;2089-02-10
1691;2052-07-14;2052-07-28
1692;2076-12-03;2076-12-14
1693;2029-09-09;2029-09-18
1694;2028-08-14;2028-08-17
1695;2081-05-23;2081-05-26
1696;2086-01-23;2086-01-31
1697;2042-02-17;2042-03-03
1698;2052-10-05;2052-10-20
1699;2089-08-06;2089-08-21
1700;2082-12-11;2082-12-26
