resvid,uid,habid,fecha_inicio,fecha_fin
697,138,697,2071-09-24,2071-10-03
698,430,698,2091-03-15,2091-03-15
699,281,699,2051-10-26,2051-10-28
700,234,700,2080-12-22,2080-12-25
701,66,701,2025-02-11,2025-03-01
702,208,702,2039-10-09,2039-10-28
703,88,703,2020-03-21,2020-03-24
704,202,704,2081-12-28,2082-01-14
705,270,705,2036-04-18,2036-05-03
706,318,706,2043-04-20,2043-05-06
707,86,707,2024-01-20,2024-01-24
708,356,708,2028-12-24,2029-01-12
709,110,709,2060-10-27,2060-11-02
710,318,710,2024-07-10,2024-07-19
711,323,711,2040-08-23,2040-08-25
712,134,712,2079-05-30,2079-06-14
713,248,713,2035-01-01,2035-01-13
714,384,714,2052-01-21,2052-02-08
715,31,715,2065-10-15,2065-10-27
716,375,716,2082-10-11,2082-10-14
717,283,717,2069-04-05,2069-04-10
718,431,718,2053-05-02,2053-05-12
719,5,719,2068-08-14,2068-08-29
720,251,720,2080-03-20,2080-03-29
721,255,721,2075-09-19,2075-09-21
722,434,722,2075-02-26,2075-03-03
723,319,723,2047-08-31,2047-09-02
724,275,724,2092-06-25,2092-06-25
725,178,725,2038-06-09,2038-06-11
726,405,726,2066-05-07,2066-05-08
727,328,727,2067-11-24,2067-12-10
728,436,728,2031-04-21,2031-05-10
729,275,729,2074-07-28,2074-08-11
730,445,730,2030-03-11,2030-03-19
731,319,731,2063-09-06,2063-09-25
732,231,732,2032-10-03,2032-10-04
733,345,733,2048-09-03,2048-09-18
734,84,734,2037-02-16,2037-03-07
735,387,735,2081-01-31,2081-02-19
736,69,736,2040-09-14,2040-09-18
737,81,737,2025-03-02,2025-03-02
738,371,738,2092-01-27,2092-01-31
739,330,739,2062-10-12,2062-10-16
740,427,740,2042-08-10,2042-08-20
741,237,741,2092-09-19,2092-09-26
742,395,742,2065-09-09,2065-09-09
743,275,743,2058-02-19,2058-03-05
744,386,744,2036-12-01,2036-12-10
745,48,745,2042-02-24,2042-03-09
746,430,746,2084-10-04,2084-10-16
747,74,747,2054-02-27,2054-02-27
748,413,748,2091-06-26,2091-07-11
749,98,749,2045-12-02,2045-12-06
750,116,750,2085-04-05,2085-04-09
751,351,751,2056-06-25,2056-07-09
752,415,752,2033-08-11,2033-08-27
753,353,753,2022-06-02,2022-06-16
754,374,754,2058-06-24,2058-07-02
755,165,755,2089-06-14,2089-06-23
756,7,756,2096-11-26,2096-12-10
757,312,757,2043-02-11,2043-03-01
758,10,758,2089-11-10,2089-11-18
759,84,759,2084-09-30,2084-10-03
760,359,760,2085-06-01,2085-06-16
761,6,761,2045-09-26,2045-09-27
762,406,762,2026-03-08,2026-03-10
763,69,763,2056-03-19,2056-03-27
764,210,764,2068-11-28,2068-12-17
765,307,765,2064-06-19,2064-06-24
766,97,766,2067-07-23,2067-08-04
767,322,767,2019-08-30,2019-09-08
768,389,768,2089-09-19,2089-09-20
769,436,769,2086-09-05,2086-09-14
770,380,770,2095-12-13,2095-12-13
771,434,771,2026-04-13,2026-04-29
772,46,772,2053-12-19,2053-12-28
773,345,773,2093-02-21,2093-03-04
774,150,774,2036-08-10,2036-08-23
775,156,775,2056-10-21,2056-10-26
776,221,776,2050-11-11,2050-11-14
777,372,777,2084-01-01,2084-01-07
778,21,778,2086-03-30,2086-04-14
779,372,779,2040-05-17,2040-06-01
780,383,780,2030-10-13,2030-10-19
781,185,781,2092-05-25,2092-06-12
782,433,782,2080-01-30,2080-02-03
783,56,783,2060-06-04,2060-06-12
784,187,784,2021-04-28,2021-04-28
785,123,785,2027-11-08,2027-11-08
786,401,786,2072-11-13,2072-11-27
787,93,787,2094-10-22,2094-11-09
788,205,788,2042-02-14,2042-02-27
789,364,789,2090-09-12,2090-09-15
790,174,790,2087-12-04,2087-12-16
791,290,791,2048-05-02,2048-05-07
792,444,792,2092-09-19,2092-09-22
793,22,793,2063-11-13,2063-11-29
794,202,794,2062-11-22,2062-12-08
795,138,795,2075-10-06,2075-10-15
796,8,796,2085-04-07,2085-04-07
797,149,797,2025-04-15,2025-04-28
798,380,798,2093-05-17,2093-05-21
799,340,799,2034-08-06,2034-08-24
800,107,800,2072-04-06,2072-04-13
801,0,801,2072-04-29,2072-05-01
802,63,802,2056-09-18,2056-09-20
803,315,803,2035-01-20,2035-01-29
804,194,804,2078-09-01,2078-09-03
805,173,805,2031-09-06,2031-09-17
806,328,806,2082-05-16,2082-05-22
807,407,807,2050-08-05,2050-08-09
808,228,808,2066-07-01,2066-07-11
809,239,809,2074-03-03,2074-03-03
810,223,810,2031-05-07,2031-05-14
811,269,811,2074-07-16,2074-07-27
812,140,812,2098-03-30,2098-04-16
813,162,813,2071-07-10,2071-07-10
814,312,814,2033-01-19,2033-01-22
815,292,815,2076-11-27,2076-12-15
816,27,816,2089-07-10,2089-07-20
817,342,817,2045-03-30,2045-04-09
818,69,818,2026-11-14,2026-11-24
819,215,819,2048-11-02,2048-11-14
820,118,820,2078-07-10,2078-07-10
821,156,821,2082-12-31,2083-01-16
822,228,822,2075-08-24,2075-09-05
823,37,823,2072-01-24,2072-01-25
824,130,824,2031-12-14,2031-12-20
825,205,825,2093-03-11,2093-03-17
826,233,826,2033-07-04,2033-07-11
827,170,827,2099-10-11,2099-10-21
828,311,828,2027-12-13,2027-12-31
829,372,829,2035-02-25,2035-03-11
830,188,830,2074-07-12,2074-07-14
831,143,831,2097-10-26,2097-10-30
832,157,832,2093-06-22,2093-07-04
833,438,833,2070-05-05,2070-05-18
834,405,834,2020-12-31,2021-01-03
835,408,835,2032-07-13,2032-07-18
836,311,836,2098-09-30,2098-10-09
837,395,837,2082-08-05,2082-08-10
838,223,838,2093-11-14,2093-11-18
839,136,839,2079-09-26,2079-10-11
840,114,840,2025-01-27,2025-02-14
841,102,841,2059-11-02,2059-11-13
842,265,842,2081-09-17,2081-09-23
843,127,843,2049-03-17,2049-03-27
844,366,844,2093-12-12,2093-12-26
845,443,845,2019-11-24,2019-11-25
846,287,846,2057-10-01,2057-10-02
847,389,847,2080-09-03,2080-09-04
848,365,848,2070-01-05,2070-01-23
849,167,849,2062-10-06,2062-10-16
850,407,850,2034-10-05,2034-10-16
851,387,851,2033-07-22,2033-08-01
852,426,852,2041-01-06,2041-01-12
853,410,853,2087-04-24,2087-05-08
854,307,854,2067-05-18,2067-06-04
855,121,855,2061-07-01,2061-07-20
856,12,856,2090-04-10,2090-04-29
857,448,857,2085-09-04,2085-09-15
858,269,858,2047-10-02,2047-10-17
859,84,859,2052-02-09,2052-02-16
860,318,860,2086-03-22,2086-03-25
861,224,861,2078-07-10,2078-07-11
862,117,862,2082-05-03,2082-05-08
863,141,863,2043-08-14,2043-08-20
864,331,864,2095-02-20,2095-03-07
865,226,865,2038-10-26,2038-10-29
866,165,866,2024-10-07,2024-10-07
867,50,867,2042-11-12,2042-11-25
868,317,868,2041-01-10,2041-01-19
869,377,869,2030-10-19,2030-10-28
870,424,870,2067-01-31,2067-02-02
871,185,871,2084-02-08,2084-02-25
872,114,872,2035-05-01,2035-05-06
873,27,873,2086-09-20,2086-10-03
874,448,874,2021-02-27,2021-03-12
875,284,875,2077-04-16,2077-04-16
876,328,876,2020-01-10,2020-01-14
877,161,877,2046-05-21,2046-06-08
878,197,878,2078-08-26,2078-09-05
879,132,879,2088-05-03,2088-05-12
880,246,880,2081-04-16,2081-04-17
881,379,881,2092-12-30,2092-12-31
882,42,882,2050-01-28,2050-02-13
883,46,883,2094-11-10,2094-11-17
884,120,884,2079-06-02,2079-06-02
885,189,885,2083-05-15,2083-05-17
886,338,886,2056-10-19,2056-10-19
887,441,887,2076-07-15,2076-08-02
888,391,888,2050-03-23,2050-03-29
889,427,889,2041-02-26,2041-03-17
890,39,890,2040-09-10,2040-09-24
891,62,891,2034-05-02,2034-05-04
892,351,892,2069-07-02,2069-07-03
893,53,893,2038-02-14,2038-02-21
894,408,894,2058-12-19,2059-01-03
895,58,895,2054-08-24,2054-09-05
896,248,896,2077-01-13,2077-01-30
897,229,897,2044-03-31,2044-04-15
898,350,898,2051-06-19,2051-06-30
899,11,899,2072-10-30,2072-11-03
900,85,900,2030-05-29,2030-06-06
901,197,901,2039-03-16,2039-03-17
902,255,902,2050-09-06,2050-09-14
903,152,903,2064-11-07,2064-11-17
904,150,904,2097-06-06,2097-06-11
905,301,905,2086-04-11,2086-04-25
906,242,906,2062-11-21,2062-11-28
907,341,907,2082-07-03,2082-07-20
908,127,908,2094-01-23,2094-01-27
909,49,909,2039-10-14,2039-10-28
910,269,910,2067-09-11,2067-09-17
911,98,911,2035-09-02,2035-09-03
912,278,912,2025-02-18,2025-02-21
913,379,913,2048-11-08,2048-11-10
914,436,914,2095-02-06,2095-02-15
915,163,915,2039-01-12,2039-01-29
916,375,916,2038-02-18,2038-03-02
917,304,917,2072-07-02,2072-07-02
918,200,918,2082-08-18,2082-08-24
919,162,919,2030-12-23,2030-12-27
920,442,920,2049-07-22,2049-07-24
921,24,921,2091-10-05,2091-10-23
922,262,922,2080-12-09,2080-12-28
923,220,923,2083-05-14,2083-06-02
924,182,924,2040-03-20,2040-04-06
925,21,925,2087-06-12,2087-06-26
926,10,926,2060-07-31,2060-08-05
927,235,927,2025-02-22,2025-03-03
928,372,928,2058-09-17,2058-10-05
929,140,929,2021-02-16,2021-02-25
930,60,930,2051-03-12,2051-03-17
931,259,931,2058-04-09,2058-04-11
932,418,932,2043-02-22,2043-03-04
933,336,933,2077-10-17,2077-10-30
934,53,934,2029-04-10,2029-04-28
935,241,935,2090-04-28,2090-04-29
936,440,936,2093-06-30,2093-07-12
937,390,937,2035-07-27,2035-07-27
938,347,938,2067-04-16,2067-04-23
939,368,939,2054-12-23,2054-12-28
940,394,940,2040-11-13,2040-11-26
941,253,941,2089-09-24,2089-10-06
942,158,942,2097-08-25,2097-08-28
943,119,943,2077-08-03,2077-08-14
944,126,944,2098-07-10,2098-07-29
945,213,945,2047-05-26,2047-06-07
946,173,946,2085-01-29,2085-02-01
947,385,947,2091-02-24,2091-03-05
948,158,948,2025-06-09,2025-06-23
949,370,949,2098-04-08,2098-04-12
950,441,950,2092-02-07,2092-02-08
951,175,951,2049-06-09,2049-06-13
952,315,952,2073-08-16,2073-08-24
953,22,953,2075-01-06,2075-01-12
954,190,954,2088-05-31,2088-06-10
955,342,955,2098-11-20,2098-12-06
956,318,956,2053-12-18,2054-01-02
957,302,957,2063-06-27,2063-07-13
958,102,958,2085-12-23,2085-12-30
959,229,959,2087-09-18,2087-10-01
960,253,960,2053-04-07,2053-04-14
961,39,961,2081-08-01,2081-08-01
962,62,962,2067-11-01,2067-11-12
963,236,963,2036-01-09,2036-01-22
964,105,964,2044-06-07,2044-06-26
965,18,965,2075-07-25,2075-08-10
966,238,966,2091-03-19,2091-04-06
967,170,967,2091-06-14,2091-06-24
968,418,968,2029-07-05,2029-07-06
969,351,969,2060-08-01,2060-08-02
970,410,970,2052-01-28,2052-02-10
971,102,971,2050-09-05,2050-09-24
972,129,972,2070-09-27,2070-09-29
973,366,973,2026-02-11,2026-03-02
974,53,974,2022-08-20,2022-08-31
975,420,975,2083-07-04,2083-07-13
976,63,976,2086-06-12,2086-06-12
977,32,977,2033-09-23,2033-09-30
978,240,978,2059-06-11,2059-06-12
979,277,979,2082-10-07,2082-10-20
980,305,980,2060-01-20,2060-02-01
981,108,981,2061-07-14,2061-07-21
982,365,982,2028-11-04,2028-11-17
983,276,983,2033-10-12,2033-10-21
984,418,984,2076-04-05,2076-04-22
985,228,985,2027-01-12,2027-01-12
986,54,986,2035-06-16,2035-07-02
987,394,987,2043-01-12,2043-01-16
988,7,988,2060-07-06,2060-07-13
989,31,989,2046-06-02,2046-06-17
990,333,990,2088-06-16,2088-07-01
991,391,991,2094-01-09,2094-01-22
992,76,992,2054-06-21,2054-06-25
993,273,993,2075-11-28,2075-11-28
994,139,994,2056-02-22,2056-02-26
995,56,995,2039-12-31,2040-01-14
996,408,996,2069-03-02,2069-03-02
997,363,997,2033-01-19,2033-01-24
998,232,998,2037-12-01,2037-12-06
999,447,999,2091-06-06,2091-06-22
1000,285,1000,2040-01-07,2040-01-23
1001,396,1001,2057-03-17,2057-04-05
1002,289,1002,2090-10-08,2090-10-09
1003,357,1003,2051-11-18,2051-12-03
1004,427,1004,2032-11-19,2032-11-26
1005,138,1005,2020-10-12,2020-10-31
1006,432,1006,2076-02-21,2076-02-29
1007,56,1007,2019-06-03,2019-06-12
1008,141,1008,2072-04-09,2072-04-17
1009,237,1009,2037-08-14,2037-08-19
1010,429,1010,2023-04-18,2023-05-07
1011,431,1011,2051-12-19,2051-12-22
1012,296,1012,2028-05-23,2028-06-07
1013,0,1013,2037-07-01,2037-07-09
1014,403,1014,2079-12-08,2079-12-12
1015,420,1015,2091-09-07,2091-09-25
1016,165,1016,2041-09-18,2041-10-07
1017,171,1017,2053-06-29,2053-07-09
1018,223,1018,2083-09-25,2083-09-30
1019,427,1019,2026-02-06,2026-02-09
1020,443,1020,2091-06-18,2091-06-27
1021,213,1021,2047-12-31,2048-01-11
1022,3,1022,2066-10-08,2066-10-12
1023,449,1023,2022-09-27,2022-09-27
1024,422,1024,2090-10-29,2090-11-15
1025,64,1025,2073-12-19,2074-01-04
1026,155,1026,2062-04-06,2062-04-16
1027,165,1027,2087-10-06,2087-10-16
1028,188,1028,2077-06-07,2077-06-13
1029,379,1029,2054-10-03,2054-10-15
1030,94,1030,2075-12-19,2075-12-28
1031,154,1031,2066-06-16,2066-06-24
1032,118,1032,2049-11-19,2049-11-27
1033,419,1033,2058-07-19,2058-07-27
1034,419,1034,2099-02-03,2099-02-10
1035,423,1035,2056-11-07,2056-11-26
1036,384,1036,2066-04-30,2066-05-02
1037,138,1037,2061-05-13,2061-05-19
1038,167,1038,2091-02-27,2091-03-04
1039,335,1039,2091-02-10,2091-02-17
1040,289,1040,2059-12-03,2059-12-09
1041,331,1041,2047-05-30,2047-06-17
1042,142,1042,2053-03-29,2053-04-01
1043,192,1043,2057-06-14,2057-06-19
1044,275,1044,2078-11-08,2078-11-26
1045,417,1045,2032-08-31,2032-09-04
1046,183,1046,2063-08-24,2063-09-12
1047,394,1047,2078-05-07,2078-05-16
1048,344,1048,2046-11-28,2046-12-03
1049,74,1049,2027-04-12,2027-04-24
1050,309,1050,2069-02-04,2069-02-12
1051,243,1051,2032-03-11,2032-03-18
1052,157,1052,2050-06-21,2050-07-03
1053,155,1053,2090-09-10,2090-09-11
1054,117,1054,2052-03-29,2052-04-03
1055,385,1055,2076-03-15,2076-03-19
1056,375,1056,2089-09-12,2089-09-23
1057,261,1057,2063-04-03,2063-04-16
1058,244,1058,2039-10-26,2039-11-02
1059,161,1059,2077-01-25,2077-02-10
1060,3,1060,2028-08-19,2028-08-22
1061,1,1061,2019-05-22,2019-05-30
1062,163,1062,2077-08-09,2077-08-28
1063,212,1063,2060-05-28,2060-06-05
1064,200,1064,2093-12-01,2093-12-13
1065,0,1065,2076-03-01,2076-03-18
1066,314,1066,2042-03-13,2042-03-24
1067,134,1067,2047-09-19,2047-10-01
1068,257,1068,2046-11-16,2046-11-22
1069,141,1069,2038-08-17,2038-08-26
1070,254,1070,2091-10-28,2091-11-15
1071,407,1071,2022-03-16,2022-03-20
1072,162,1072,2038-06-26,2038-07-12
1073,246,1073,2091-06-15,2091-06-26
1074,368,1074,2066-03-28,2066-03-28
1075,211,1075,2019-05-09,2019-05-24
1076,177,1076,2025-10-17,2025-10-17
1077,348,1077,2022-09-06,2022-09-25
1078,423,1078,2024-03-17,2024-03-31
1079,91,1079,2087-08-28,2087-09-07
1080,349,1080,2041-01-02,2041-01-06
1081,243,1081,2091-04-23,2091-05-06
1082,112,1082,2075-03-13,2075-04-01
1083,251,1083,2052-01-16,2052-02-02
1084,245,1084,2035-12-19,2035-12-31
1085,88,1085,2055-12-28,2056-01-05
1086,299,1086,2067-07-13,2067-07-22
1087,42,1087,2078-08-15,2078-08-22
1088,162,1088,2020-03-24,2020-03-26
1089,419,1089,2067-09-04,2067-09-04
1090,70,1090,2099-10-17,2099-10-29
1091,393,1091,2094-11-04,2094-11-17
1092,344,1092,2057-07-07,2057-07-20
1093,351,1093,2046-03-15,2046-03-17
1094,338,1094,2088-03-07,2088-03-20
1095,159,1095,2092-04-26,2092-04-26
1096,369,1096,2051-03-04,2051-03-14
1097,340,1097,2065-08-16,2065-08-27
1098,130,1098,2095-09-30,2095-10-02
1099,51,1099,2086-01-18,2086-02-06
1100,14,1100,2096-09-21,2096-10-10
1101,446,1101,2037-09-11,2037-09-23
1102,370,1102,2096-06-29,2096-07-10
1103,425,1103,2077-11-01,2077-11-16
1104,326,1104,2084-04-19,2084-05-02
1105,3,1105,2032-09-25,2032-09-29
1106,163,1106,2099-11-18,2099-11-23
1107,40,1107,2082-04-03,2082-04-12
1108,165,1108,2021-03-18,2021-03-29
1109,138,1109,2092-07-11,2092-07-21
1110,228,1110,2090-07-19,2090-07-21
1111,258,1111,2023-09-27,2023-10-04
1112,92,1112,2032-02-06,2032-02-24
1113,61,1113,2082-10-08,2082-10-22
1114,143,1114,2065-04-25,2065-05-08
1115,156,1115,2064-10-24,2064-10-30
1116,52,1116,2082-09-30,2082-10-05
1117,95,1117,2092-02-17,2092-03-01
1118,242,1118,2093-11-05,2093-11-16
1119,131,1119,2055-11-13,2055-11-20
1120,107,1120,2097-05-28,2097-06-10
1121,63,1121,2027-01-24,2027-02-11
1122,168,1122,2096-02-01,2096-02-11
1123,281,1123,2048-04-03,2048-04-22
1124,24,1124,2037-11-27,2037-12-04
1125,117,1125,2059-10-04,2059-10-10
1126,230,1126,2047-02-11,2047-03-02
1127,136,1127,2092-09-20,2092-09-21
1128,172,1128,2026-09-06,2026-09-16
1129,65,1129,2019-09-20,2019-10-08
1130,334,1130,2040-11-30,2040-12-08
1131,260,1131,2022-08-18,2022-08-23
1132,108,1132,2032-11-19,2032-11-20
1133,266,1133,2073-02-03,2073-02-17
1134,280,1134,2071-11-13,2071-11-19
1135,320,1135,2040-03-22,2040-03-30
1136,114,1136,2072-11-08,2072-11-21
1137,229,1137,2061-12-02,2061-12-19
1138,400,1138,2086-03-31,2086-04-06
1139,94,1139,2068-06-26,2068-07-03
1140,434,1140,2083-03-24,2083-04-11
1141,147,1141,2071-09-17,2071-09-23
1142,289,1142,2096-03-19,2096-04-02
1143,0,1143,2056-07-11,2056-07-28
1144,178,1144,2089-05-27,2089-05-30
1145,84,1145,2047-12-16,2047-12-24
1146,8,1146,2030-01-02,2030-01-18
1147,266,1147,2070-08-22,2070-09-06
1148,189,1148,2063-07-07,2063-07-13
1149,130,1149,2020-01-06,2020-01-25
1150,65,1150,2045-03-06,2045-03-15
1151,430,1151,2047-03-20,2047-03-23
1152,271,1152,2052-02-04,2052-02-07
1153,360,1153,2028-08-15,2028-08-30
1154,362,1154,2064-03-03,2064-03-18
1155,419,1155,2029-04-29,2029-05-13
1156,5,1156,2052-05-08,2052-05-22
1157,230,1157,2066-07-09,2066-07-17
1158,88,1158,2024-03-01,2024-03-07
1159,287,1159,2091-01-27,2091-02-14
1160,239,1160,2061-11-04,2061-11-07
1161,98,1161,2050-02-15,2050-02-17
1162,407,1162,2037-07-03,2037-07-03
1163,301,1163,2065-09-15,2065-10-02
1164,56,1164,2087-09-12,2087-09-16
1165,304,1165,2023-12-30,2024-01-09
1166,406,1166,2074-05-31,2074-06-18
1167,278,1167,2055-05-14,2055-05-26
1168,37,1168,2036-08-17,2036-08-17
1169,140,1169,2069-11-15,2069-11-16
1170,87,1170,2029-07-20,2029-07-29
1171,125,1171,2083-03-16,2083-04-04
1172,375,1172,2036-03-11,2036-03-18
1173,310,1173,2073-02-22,2073-03-07
1174,158,1174,2031-11-23,2031-12-09
1175,136,1175,2045-01-25,2045-02-11
1176,359,1176,2077-04-30,2077-05-06
1177,163,1177,2034-07-15,2034-07-16
1178,217,1178,2056-06-01,2056-06-18
1179,266,1179,2044-02-11,2044-02-18
1180,425,1180,2046-10-28,2046-11-10
1181,142,1181,2076-05-16,2076-05-30
1182,373,1182,2099-12-08,2099-12-09
1183,108,1183,2067-07-28,2067-08-15
1184,417,1184,2024-05-13,2024-05-23
1185,317,1185,2084-07-25,2084-07-27
1186,425,1186,2069-10-19,2069-11-02
1187,328,1187,2022-03-12,2022-03-29
1188,374,1188,2032-05-01,2032-05-10
1189,409,1189,2077-08-13,2077-08-29
1190,138,1190,2053-04-03,2053-04-16
1191,418,1191,2048-08-06,2048-08-08
1192,341,1192,2079-12-25,2080-01-10
1193,371,1193,2047-11-20,2047-11-22
1194,261,1194,2042-05-23,2042-05-25
1195,379,1195,2064-03-30,2064-04-04
1196,305,1196,2073-04-18,2073-04-26
1197,415,1197,2073-08-11,2073-08-26
1198,234,1198,2051-04-14,2051-04-28
1199,139,1199,2039-07-02,2039-07-17
1200,198,1200,2073-04-16,2073-04-19
1201,368,1201,2048-09-11,2048-09-25
1202,26,1202,2041-05-04,2041-05-16
1203,353,1203,2041-08-03,2041-08-19
1204,342,1204,2089-02-12,2089-02-27
1205,60,1205,2070-08-02,2070-08-07
1206,52,1206,2021-04-18,2021-04-27
1207,94,1207,2059-07-20,2059-07-23
1208,233,1208,2049-05-18,2049-05-26
1209,316,1209,2097-12-15,2097-12-25
1210,119,1210,2052-12-01,2052-12-03
1211,14,1211,2054-12-18,2054-12-20
1212,113,1212,2097-12-07,2097-12-09
1213,156,1213,2067-05-29,2067-06-16
1214,31,1214,2037-06-17,2037-07-04
1215,345,1215,2062-02-15,2062-02-26
1216,388,1216,2090-03-21,2090-04-01
1217,361,1217,2078-10-03,2078-10-22
1218,441,1218,2046-11-18,2046-11-19
1219,291,1219,2031-05-31,2031-06-12
1220,53,1220,2023-09-24,2023-10-11
1221,348,1221,2057-02-23,2057-03-06
1222,382,1222,2093-06-08,2093-06-17
1223,328,1223,2059-09-19,2059-10-06
1224,352,1224,2021-02-20,2021-02-20
1225,428,1225,2057-05-07,2057-05-07
1226,429,1226,2046-11-28,2046-12-09
1227,146,1227,2097-05-07,2097-05-12
1228,33,1228,2087-08-26,2087-08-31
1229,213,1229,2035-09-21,2035-09-26
1230,253,1230,2057-05-15,2057-05-28
1231,237,1231,2033-08-11,2033-08-22
1232,427,1232,2070-01-11,2070-01-20
1233,219,1233,2049-12-20,2049-12-24
1234,317,1234,2049-02-11,2049-02-26
1235,320,1235,2046-11-25,2046-11-29
1236,226,1236,2061-07-06,2061-07-08
1237,276,1237,2098-06-16,2098-06-21
1238,146,1238,2024-05-04,2024-05-18
1239,424,1239,2048-07-03,2048-07-06
1240,334,1240,2033-05-17,2033-05-18
1241,375,1241,2036-11-04,2036-11-22
1242,391,1242,2056-07-20,2056-07-28
1243,241,1243,2069-04-04,2069-04-16
1244,405,1244,2080-08-02,2080-08-04
1245,222,1245,2094-02-24,2094-03-14
1246,148,1246,2099-02-20,2099-03-10
1247,358,1247,2056-02-25,2056-03-01
1248,101,1248,2079-08-28,2079-09-13
1249,57,1249,2060-08-10,2060-08-11
1250,136,1250,2060-11-10,2060-11-26
1251,187,1251,2050-08-22,2050-09-10
1252,118,1252,2082-11-22,2082-11-30
1253,161,1253,2072-02-02,2072-02-15
1254,159,1254,2050-06-08,2050-06-19
1255,412,1255,2081-08-07,2081-08-10
1256,295,1256,2047-06-28,2047-07-15
1257,296,1257,2029-11-30,2029-12-08
1258,235,1258,2045-02-12,2045-02-12
1259,416,1259,2038-07-19,2038-07-19
1260,154,1260,2038-08-26,2038-08-27
1261,436,1261,2055-05-15,2055-05-26
1262,122,1262,2034-11-01,2034-11-18
1263,55,1263,2074-04-29,2074-05-05
1264,338,1264,2036-02-22,2036-03-03
1265,379,1265,2057-02-05,2057-02-20
1266,159,1266,2056-09-22,2056-10-01
1267,255,1267,2061-03-22,2061-04-04
1268,412,1268,2048-02-11,2048-02-18
1269,341,1269,2041-09-01,2041-09-14
1270,362,1270,2082-12-22,2083-01-01
1271,109,1271,2071-12-14,2071-12-29
1272,378,1272,2090-06-29,2090-07-13
1273,326,1273,2042-05-29,2042-06-14
1274,292,1274,2062-12-05,2062-12-24
1275,438,1275,2087-04-22,2087-04-25
1276,27,1276,2088-12-18,2088-12-23
1277,48,1277,2044-05-09,2044-05-15
1278,235,1278,2030-04-08,2030-04-20
1279,53,1279,2044-01-27,2044-02-07
1280,113,1280,2050-08-07,2050-08-17
1281,335,1281,2022-08-03,2022-08-04
1282,362,1282,2057-07-27,2057-08-09
1283,179,1283,2028-11-12,2028-11-27
1284,181,1284,2035-01-03,2035-01-03
1285,206,1285,2064-10-20,2064-10-21
1286,382,1286,2096-06-02,2096-06-04
1287,25,1287,2022-06-21,2022-06-22
1288,83,1288,2056-03-18,2056-03-22
1289,288,1289,2022-05-17,2022-05-26
1290,343,1290,2081-10-10,2081-10-20
1291,192,1291,2081-05-21,2081-05-31
1292,16,1292,2045-12-24,2045-12-26
1293,151,1293,2081-11-14,2081-11-16
1294,49,1294,2096-06-28,2096-07-14
1295,288,1295,2080-02-28,2080-03-01
1296,23,1296,2043-11-02,2043-11-02
1297,286,1297,2043-06-20,2043-07-06
1298,290,1298,2093-04-03,2093-04-16
1299,437,1299,2043-05-17,2043-05-26
1300,363,1300,2059-12-06,2059-12-12
1301,443,1301,2079-02-27,2079-03-13
1302,393,1302,2091-07-31,2091-08-11
1303,322,1303,2096-10-02,2096-10-04
1304,421,1304,2027-10-22,2027-10-24
1305,188,1305,2030-10-02,2030-10-16
1306,126,1306,2072-09-26,2072-09-26
1307,218,1307,2034-05-07,2034-05-18
1308,216,1308,2045-08-01,2045-08-18
1309,421,1309,2071-10-29,2071-11-15
1310,294,1310,2071-11-16,2071-12-04
1311,292,1311,2025-06-18,2025-06-30
1312,166,1312,2059-10-10,2059-10-29
1313,90,1313,2076-05-30,2076-06-10
1314,193,1314,2051-07-26,2051-07-31
1315,59,1315,2086-04-03,2086-04-07
1316,95,1316,2047-05-28,2047-05-30
1317,412,1317,2043-02-03,2043-02-09
1318,329,1318,2091-08-30,2091-09-06
