restid,nombre_restaurant,direccion,telefono,descripcion_restaurant,rid,pid,nombre_plato,descripcion,precio
8,"Proyectos Hidalgo, Menéndez y Adame",Calle República Unida de Tanzanía 303 723,+56930549589,Deserunt dolore accusamus cumque dolores nesciunt. Quo eaque iusto dicta commodi nam molestias. A mollitia repellat.,1,87,Cuscús al estilo griego,Corporis at aliquid dolore. Velit sapiente ipsam error. Illo nam nobis. Accusantium in quod est fuga mollitia.,2932.4
8,"Proyectos Hidalgo, Menéndez y Adame",Calle República Unida de Tanzanía 303 723,+56930549589,Deserunt dolore accusamus cumque dolores nesciunt. Quo eaque iusto dicta commodi nam molestias. A mollitia repellat.,1,88,Ceviche de dorada y langostinos con mango,Optio praesentium enim totam autem officia aliquam. Deleniti suscipit veniam voluptas. Accusamus modi quam mollitia repudiandae aperiam.,12292.42
8,"Proyectos Hidalgo, Menéndez y Adame",Calle República Unida de Tanzanía 303 723,+56930549589,Deserunt dolore accusamus cumque dolores nesciunt. Quo eaque iusto dicta commodi nam molestias. A mollitia repellat.,1,89,Ensalada de arroz basmati,Ut ex quibusdam ex ab deserunt quam. Modi qui natus temporibus aut quibusdam quia. Deserunt id ex ab.,5964.51
9,Montez-Valladares e Hijos,Peatonal Sur Padrón 477 519,+56931923285,Debitis beatae nisi fugit. Eos fugiat soluta nihil. Beatae assumenda sunt dolore molestias autem.,1,90,Berenjenas rellenas de verduras,Maxime deleniti autem non. Totam reprehenderit nemo dicta officiis.,12406.67
9,Montez-Valladares e Hijos,Peatonal Sur Padrón 477 519,+56931923285,Debitis beatae nisi fugit. Eos fugiat soluta nihil. Beatae assumenda sunt dolore molestias autem.,1,91,Dorada a la sal.,Ipsam eos reprehenderit perferendis. Neque nulla voluptatem dolores.,8537.51
9,Montez-Valladares e Hijos,Peatonal Sur Padrón 477 519,+56931923285,Debitis beatae nisi fugit. Eos fugiat soluta nihil. Beatae assumenda sunt dolore molestias autem.,1,92,Ensalada de lentejas,Quidem ea nesciunt. Esse corporis voluptas. Sed nobis illum dolorum voluptatibus cupiditate voluptates.,3294.32
9,Montez-Valladares e Hijos,Peatonal Sur Padrón 477 519,+56931923285,Debitis beatae nisi fugit. Eos fugiat soluta nihil. Beatae assumenda sunt dolore molestias autem.,1,93,Ensaladilla de Vitoria,Aspernatur corrupti inventore incidunt asperiores distinctio hic. Laborum similique sunt et assumenda fuga.,8031.27
9,Montez-Valladares e Hijos,Peatonal Sur Padrón 477 519,+56931923285,Debitis beatae nisi fugit. Eos fugiat soluta nihil. Beatae assumenda sunt dolore molestias autem.,1,94,Spaguetti con salmón,Mollitia ipsa sed corrupti perspiciatis officiis. Reprehenderit vel harum maxime et minima nulla excepturi. Consequuntur pariatur quis hic.,4217.76
9,Montez-Valladares e Hijos,Peatonal Sur Padrón 477 519,+56931923285,Debitis beatae nisi fugit. Eos fugiat soluta nihil. Beatae assumenda sunt dolore molestias autem.,1,95,Guisantes a la menta,Et error doloremque animi explicabo. Libero eaque voluptatum ratione eius.,24466.59
9,Montez-Valladares e Hijos,Peatonal Sur Padrón 477 519,+56931923285,Debitis beatae nisi fugit. Eos fugiat soluta nihil. Beatae assumenda sunt dolore molestias autem.,1,96,Ensalada de arroz salvaje,Commodi doloribus totam perferendis possimus. Fugiat molestiae ipsam at.,16646.92
9,Montez-Valladares e Hijos,Peatonal Sur Padrón 477 519,+56931923285,Debitis beatae nisi fugit. Eos fugiat soluta nihil. Beatae assumenda sunt dolore molestias autem.,1,97,Tortilla de patatas,Dicta vero tempora harum quo sed corporis. Minus recusandae accusantium aut.,9123.74
9,Montez-Valladares e Hijos,Peatonal Sur Padrón 477 519,+56931923285,Debitis beatae nisi fugit. Eos fugiat soluta nihil. Beatae assumenda sunt dolore molestias autem.,1,98,Ensalada polluda,Quae recusandae nulla. A facilis temporibus soluta itaque ex. Nesciunt ea ab accusamus eligendi error.,19032.24
9,Montez-Valladares e Hijos,Peatonal Sur Padrón 477 519,+56931923285,Debitis beatae nisi fugit. Eos fugiat soluta nihil. Beatae assumenda sunt dolore molestias autem.,1,99,Merluza Vitoria,Asperiores porro rerum quia quibusdam quam ad. Vel consequatur quasi ducimus ipsa. Itaque repudiandae numquam quam ut aperiam.,13834.58
10,"Lozano, Bonilla y Vargas",Corredor Sur Olivárez 529 Interior 143,+56922668252,Eveniet iusto eveniet modi hic non.,2,100,Fettuccini con espárragos y jamón,Quaerat velit dignissimos laboriosam ratione. Quidem qui placeat fuga ipsum a.,24535.67
10,"Lozano, Bonilla y Vargas",Corredor Sur Olivárez 529 Interior 143,+56922668252,Eveniet iusto eveniet modi hic non.,2,101,Ensalada de canónigos y queso de cabra,Temporibus at provident numquam sed minus nam. Provident eum repellendus eius. Voluptas minima ipsa asperiores quo. Vel quisquam eum autem voluptates quis distinctio.,3136.32
10,"Lozano, Bonilla y Vargas",Corredor Sur Olivárez 529 Interior 143,+56922668252,Eveniet iusto eveniet modi hic non.,2,102,Albóndigas,Doloribus itaque natus modi sit cumque adipisci. Eligendi reprehenderit odit.,2646.58
10,"Lozano, Bonilla y Vargas",Corredor Sur Olivárez 529 Interior 143,+56922668252,Eveniet iusto eveniet modi hic non.,2,103,Ensalada de pasta con naranja y nueces,Pariatur provident at adipisci. Cumque natus esse dignissimos.,5041.74
10,"Lozano, Bonilla y Vargas",Corredor Sur Olivárez 529 Interior 143,+56922668252,Eveniet iusto eveniet modi hic non.,2,104,Pollo asado,Doloribus nesciunt libero perferendis fuga architecto. A at architecto earum ut. Necessitatibus doloremque mollitia maiores.,16498.53
10,"Lozano, Bonilla y Vargas",Corredor Sur Olivárez 529 Interior 143,+56922668252,Eveniet iusto eveniet modi hic non.,2,105,Albóndigas de bonito,Fugiat dignissimos optio voluptatum debitis iusto. Quas quo saepe molestias tempore animi aliquid aspernatur. Totam saepe corporis deserunt.,3794.02
10,"Lozano, Bonilla y Vargas",Corredor Sur Olivárez 529 Interior 143,+56922668252,Eveniet iusto eveniet modi hic non.,2,106,Marmitako,Excepturi sequi blanditiis sint officiis exercitationem. Tenetur amet molestias voluptas commodi laboriosam voluptatum autem. Perferendis laboriosam minima possimus labore.,23343.45
10,"Lozano, Bonilla y Vargas",Corredor Sur Olivárez 529 Interior 143,+56922668252,Eveniet iusto eveniet modi hic non.,2,107,Ensalada de canónigos y queso de cabra,Possimus quasi ipsum. Beatae accusamus necessitatibus totam.,20445.6
10,"Lozano, Bonilla y Vargas",Corredor Sur Olivárez 529 Interior 143,+56922668252,Eveniet iusto eveniet modi hic non.,2,108,Bonito a la vasca,Quaerat eius doloribus blanditiis asperiores. Esse nisi harum. Mollitia totam aperiam maiores deserunt.,3656.1
10,"Lozano, Bonilla y Vargas",Corredor Sur Olivárez 529 Interior 143,+56922668252,Eveniet iusto eveniet modi hic non.,2,109,"Ensalada de tomate, bacalao y queso de cabra",Debitis neque neque libero. Accusantium perspiciatis saepe aut. Iure similique unde quae perspiciatis dignissimos dolorem.,23765.84
11,"Grupo Alcántar, Guillen y Corrales",Calzada Sierra Leona 669 Interior 337,+56988513852,Fugit corrupti dolorum voluptas laudantium dolorum voluptatum. Unde eos eaque.,2,110,Ensalada de arroz basmati,Unde natus sit omnis odio quos ipsum. Suscipit sapiente et. Voluptas a ullam adipisci ut reprehenderit.,9410.92
11,"Grupo Alcántar, Guillen y Corrales",Calzada Sierra Leona 669 Interior 337,+56988513852,Fugit corrupti dolorum voluptas laudantium dolorum voluptatum. Unde eos eaque.,2,111,Spaguetti con salsa de champiñones,Non est debitis error deleniti dolores. Magnam nesciunt doloremque mollitia. Doloremque quidem tempora doloribus iusto doloremque.,7380.7
11,"Grupo Alcántar, Guillen y Corrales",Calzada Sierra Leona 669 Interior 337,+56988513852,Fugit corrupti dolorum voluptas laudantium dolorum voluptatum. Unde eos eaque.,2,112,Merluza a la plancha,Harum sequi minima commodi maiores accusamus. Deserunt molestiae tempora consectetur animi quibusdam.,3833.41
11,"Grupo Alcántar, Guillen y Corrales",Calzada Sierra Leona 669 Interior 337,+56988513852,Fugit corrupti dolorum voluptas laudantium dolorum voluptatum. Unde eos eaque.,2,113,Bonito escabechado a la riojana,Facilis laudantium ratione molestiae iusto. Quae eum omnis nesciunt magnam unde. At voluptas iusto quo hic sunt earum.,14700.04
11,"Grupo Alcántar, Guillen y Corrales",Calzada Sierra Leona 669 Interior 337,+56988513852,Fugit corrupti dolorum voluptas laudantium dolorum voluptatum. Unde eos eaque.,2,114,Ensalada de calabacín y salmón marinado,Voluptas quod amet commodi commodi dignissimos maiores. Nihil aliquam repellendus. Aliquid exercitationem nemo neque.,2379.01
11,"Grupo Alcántar, Guillen y Corrales",Calzada Sierra Leona 669 Interior 337,+56988513852,Fugit corrupti dolorum voluptas laudantium dolorum voluptatum. Unde eos eaque.,2,115,Ensalada de trigueros y atún fresco,Perferendis excepturi reiciendis culpa. Minus blanditiis tenetur voluptatibus tenetur totam sint repellat.,13659.23
11,"Grupo Alcántar, Guillen y Corrales",Calzada Sierra Leona 669 Interior 337,+56988513852,Fugit corrupti dolorum voluptas laudantium dolorum voluptatum. Unde eos eaque.,2,116,Ensalada de lentejas a la menta,Ipsum voluptatibus tempora quam provident ipsam cupiditate. Consequuntur culpa culpa ipsam autem voluptatibus commodi. Iure nostrum laboriosam nisi asperiores voluptatum ullam.,8635.64
11,"Grupo Alcántar, Guillen y Corrales",Calzada Sierra Leona 669 Interior 337,+56988513852,Fugit corrupti dolorum voluptas laudantium dolorum voluptatum. Unde eos eaque.,2,117,Guisantes com jamon,Molestias eaque quaerat. Doloribus accusamus ducimus quasi. Voluptate architecto quam qui error qui.,6841.18
11,"Grupo Alcántar, Guillen y Corrales",Calzada Sierra Leona 669 Interior 337,+56988513852,Fugit corrupti dolorum voluptas laudantium dolorum voluptatum. Unde eos eaque.,2,118,Bacalao estilo Rocío,Mollitia repudiandae cupiditate. Autem qui tempora fuga dolorum expedita architecto. Praesentium optio eum explicabo perspiciatis.,4267.15
11,"Grupo Alcántar, Guillen y Corrales",Calzada Sierra Leona 669 Interior 337,+56988513852,Fugit corrupti dolorum voluptas laudantium dolorum voluptatum. Unde eos eaque.,2,119,Ensalada de arroz,Velit adipisci eum iste consequatur corrupti quasi corporis. Eum quia iure officiis hic id tenetur. Id assumenda id sed vero quidem aut accusamus.,22643.47
12,Malave y Arevalo e Hijos,Prolongación Norte Chacón 223 752,+56996802285,Corporis ad eligendi nam repudiandae provident distinctio. Asperiores odit occaecati ad tempora voluptatem. Delectus dolorum dicta quaerat dolorum quae consectetur.,2,120,Bonito escabechado a la riojana,Id unde recusandae ut. Aliquid repudiandae ex et.,23925.22
12,Malave y Arevalo e Hijos,Prolongación Norte Chacón 223 752,+56996802285,Corporis ad eligendi nam repudiandae provident distinctio. Asperiores odit occaecati ad tempora voluptatem. Delectus dolorum dicta quaerat dolorum quae consectetur.,2,121,"Risotto de champiñón, jamón y rúcola con puerro confitado",Hic nam ratione laudantium. Aperiam placeat quaerat fuga asperiores. Rem sed delectus repellendus distinctio praesentium.,5508.08
12,Malave y Arevalo e Hijos,Prolongación Norte Chacón 223 752,+56996802285,Corporis ad eligendi nam repudiandae provident distinctio. Asperiores odit occaecati ad tempora voluptatem. Delectus dolorum dicta quaerat dolorum quae consectetur.,2,122,Montaditos de lomo,At occaecati magnam vitae corporis fugit. Corporis natus necessitatibus ducimus dolorum eaque. Error soluta inventore minima.,3547.78
12,Malave y Arevalo e Hijos,Prolongación Norte Chacón 223 752,+56996802285,Corporis ad eligendi nam repudiandae provident distinctio. Asperiores odit occaecati ad tempora voluptatem. Delectus dolorum dicta quaerat dolorum quae consectetur.,2,123,Garbanzos con pisto a la moruna,Quos natus quisquam error veniam. Suscipit quisquam natus cum sapiente facere nostrum. Consequatur est excepturi laboriosam odio molestias.,22481.35
12,Malave y Arevalo e Hijos,Prolongación Norte Chacón 223 752,+56996802285,Corporis ad eligendi nam repudiandae provident distinctio. Asperiores odit occaecati ad tempora voluptatem. Delectus dolorum dicta quaerat dolorum quae consectetur.,2,124,Pizza congelator,Ad neque eveniet non dicta saepe. Enim iste blanditiis deleniti laboriosam. Natus mollitia voluptatem neque libero provident laudantium ipsum.,18881.77
12,Malave y Arevalo e Hijos,Prolongación Norte Chacón 223 752,+56996802285,Corporis ad eligendi nam repudiandae provident distinctio. Asperiores odit occaecati ad tempora voluptatem. Delectus dolorum dicta quaerat dolorum quae consectetur.,2,125,Besugo Vitoria,Accusamus sunt suscipit ducimus delectus blanditiis suscipit fugit.,24184.73
12,Malave y Arevalo e Hijos,Prolongación Norte Chacón 223 752,+56996802285,Corporis ad eligendi nam repudiandae provident distinctio. Asperiores odit occaecati ad tempora voluptatem. Delectus dolorum dicta quaerat dolorum quae consectetur.,2,126,Salteado de verduras y ternera,Officiis tempore odio dolorum. Non nesciunt nemo cupiditate quidem provident. Ab qui expedita repellat quis dolorem.,16379.61
12,Malave y Arevalo e Hijos,Prolongación Norte Chacón 223 752,+56996802285,Corporis ad eligendi nam repudiandae provident distinctio. Asperiores odit occaecati ad tempora voluptatem. Delectus dolorum dicta quaerat dolorum quae consectetur.,2,127,Guiso de Carne con Alcachofas,Doloremque alias ad quaerat. Voluptatum ut aut nulla debitis quia cumque.,8783.17
12,Malave y Arevalo e Hijos,Prolongación Norte Chacón 223 752,+56996802285,Corporis ad eligendi nam repudiandae provident distinctio. Asperiores odit occaecati ad tempora voluptatem. Delectus dolorum dicta quaerat dolorum quae consectetur.,2,128,Solomillo al hojaldre,Qui magni harum molestiae. Consequuntur illum odit. Nisi temporibus asperiores incidunt recusandae architecto modi molestiae.,21144.09
12,Malave y Arevalo e Hijos,Prolongación Norte Chacón 223 752,+56996802285,Corporis ad eligendi nam repudiandae provident distinctio. Asperiores odit occaecati ad tempora voluptatem. Delectus dolorum dicta quaerat dolorum quae consectetur.,2,129,Solomillo al jerez,Qui assumenda similique provident. Consectetur iste possimus deserunt tenetur maxime nostrum. Voluptate officia quas ullam nesciunt incidunt. Nisi commodi ratione qui.,21049.2
13,Bermúdez y Pichardo S.C.,Diagonal Guanajuato 560 112,+56940299465,Nam ipsa beatae aspernatur necessitatibus. Maxime dolorem eos at accusantium. Ducimus unde earum perferendis quod omnis repellat.,2,130,Ensalada de gorgonzola y pera con vinagreta de pistachos,Debitis nemo nam velit laborum labore magni. Molestiae quis dolorum dolorem nostrum minima laudantium.,15984.67
13,Bermúdez y Pichardo S.C.,Diagonal Guanajuato 560 112,+56940299465,Nam ipsa beatae aspernatur necessitatibus. Maxime dolorem eos at accusantium. Ducimus unde earum perferendis quod omnis repellat.,2,131,Taboulé perfumado con aromas cítricos,Alias suscipit officiis nemo corporis accusamus in. Temporibus provident accusamus repellendus distinctio doloribus odit.,6373.94
13,Bermúdez y Pichardo S.C.,Diagonal Guanajuato 560 112,+56940299465,Nam ipsa beatae aspernatur necessitatibus. Maxime dolorem eos at accusantium. Ducimus unde earum perferendis quod omnis repellat.,2,132,Entrecot a la plancha,Doloremque numquam quas sint. Placeat omnis voluptatem maxime. Omnis sapiente voluptate adipisci quaerat doloremque vero.,7163.95
17,Montez-Dueñas,Andador Archuleta 517 Interior 540,+56926726656,Tempora unde quidem voluptatibus. Architecto nisi hic iure. Tenetur cum porro asperiores asperiores eius sed.,3,175,Berenjenas al horno con queso feta,Sit eius officiis repudiandae animi illo dolorem. Nulla ex quas iusto. Occaecati hic enim eos doloribus labore.,12933.82
13,Bermúdez y Pichardo S.C.,Diagonal Guanajuato 560 112,+56940299465,Nam ipsa beatae aspernatur necessitatibus. Maxime dolorem eos at accusantium. Ducimus unde earum perferendis quod omnis repellat.,2,133,Ensalada de canónigos y queso de cabra,Placeat nostrum praesentium molestias tenetur sequi officiis. Corrupti veritatis vero laudantium neque. Recusandae fugit tempore harum. Iste beatae ullam aut quia impedit accusantium.,15509.09
13,Bermúdez y Pichardo S.C.,Diagonal Guanajuato 560 112,+56940299465,Nam ipsa beatae aspernatur necessitatibus. Maxime dolorem eos at accusantium. Ducimus unde earum perferendis quod omnis repellat.,2,134,Spaguetti con salmón,Saepe error consequuntur perferendis enim. Saepe esse nam.,24100.62
13,Bermúdez y Pichardo S.C.,Diagonal Guanajuato 560 112,+56940299465,Nam ipsa beatae aspernatur necessitatibus. Maxime dolorem eos at accusantium. Ducimus unde earum perferendis quod omnis repellat.,2,135,Ensalada de garbanzos y atún con vinagreta de mostaza,Praesentium dolore quia neque eum voluptatum minus tempore. Nisi omnis sit dolores repudiandae molestias debitis. Officia a corrupti at nisi neque.,11027.12
